ref_original,abstract,cited_by_count,gs_title
"Chou, E. Y., Parmar, B. L., & Galinsky, A. D. (2016). Economic Insecurity Increases Physical Pain. Psychological science, 27(4), 443–454.  Study 3","The past decade has seen a rise in both economic insecurity and frequency of physical pain. The current research reveals a causal connection between these two growing and consequential social trends. In five studies, we found that economic insecurity produced physical pain and reduced pain tolerance. In a sixth study, with data from 33,720 geographically diverse households across the United States, economic insecurity predicted consumption of over-the-counter painkillers. The link between economic insecurity and physical pain emerged when people experienced the insecurity personally (unemployment), when they were in an insecure context (they were informed that their state had a relatively high level of unemployment), and when they contemplated past and future economic insecurity. Using both experimental-causal-chain and measurement-of-mediation approaches, we also established that the psychological experience of lacking control helped generate the causal link from economic insecurity to physical pain. Meta-analyses including all of our studies testing the link from economic insecurity to physical pain revealed that this link is reliable. Overall, the findings show that it physically hurts to be economically insecure.Sage Journals",200,Economic insecurity increases physical pain
"Decision making and learning while taking sequential risks. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34(1), 167-185.","A sequential risk-taking paradigm used to identify real-world risk takers invokes both learning and decision processes. This article expands the paradigm to a larger class of tasks with different stochastic environments and different learning requirements. Generalizing a Bayesian sequential risk-taking model to the larger set of tasks clarifies the roles of learning and decision making during sequential risky choice. Results show that respondents adapt their learning processes and associated mental representations of the task to the stochastic environment. Furthermore, their Bayesian learning processes are shown to interfere with the paradigm's identification of risky drug use, whereas the decision-making process facilitates its diagnosticity. Theoretical implications of the results in terms of both understanding risk-taking behavior and improving risk-taking assessment methods are discussed.(PsycINFO Database Record (c) 2016 APA, all rights reserved)American Psychological Association",164,Decision making and learning while taking sequential risks.
"Ranganath, K. A., & Nosek, B. A. (2008). Implicit attitude generalization occurs immediately; explicit attitude generalization takes time. Psychological Science, 19(3), 249-254.","People are able to explicitly resist using knowledge about one person to evaluate another person from the same group. After learning about positive and negative behaviors performed by one individual from each of two different groups, participants were introduced briefly to new individuals from the groups. Implicit evaluations of the original individuals readily generalized to the new individuals; explicitly, participants resisted such generalization. Days later, both implicit and explicit evaluations of the original individuals generalized to the new individuals. The results suggest that associative links (e.g., shared group membership) are sufficient for implicit attitude generalization, but deliberative logic (e.g., individual group members are not necessarily the same) can reduce explicit generalization by association. When knowledge distinguishing who did what is unavailable, such as after forgetting, associative knowledge provides the basis of explicit evaluation. We conclude that a simple association linking one individual to another can produce implicit attitude generalization immediately and explicit attitude generalization eventually.Sage Journals",199,Implicit attitude generalization occurs immediately; explicit attitude generalization takes time
"Charpentier, C. J., De Neve, J. E., Li, X., Roiser, J. P., & Sharot, T. (2016). Models of affective decision making: how do feelings predict choice?. Psychological science, 27(6), 763-775.","Intuitively, how you feel about potential outcomes will determine your decisions. Indeed, an implicit assumption in one of the most influential theories in psychology, prospect theory, is that feelings govern choice. Surprisingly, however, very little is known about the rules by which feelings are transformed into decisions. Here, we specified a computational model that used feelings to predict choices. We found that this model predicted choice better than existing value-based models, showing a unique contribution of feelings to decisions, over and above value. Similar to the value function in prospect theory, our feeling function showed diminished sensitivity to outcomes as value increased. However, loss aversion in choice was explained by an asymmetry in how feelings about losses and gains were weighted when making a decision, not by an asymmetry in the feelings themselves. The results provide new insights into how feelings are utilized to reach a decision.Sage Journals",142,Models of affective decision making: How do feelings predict choice?
"Sharif, M. A., & Oppenheimer, D. M. (2016). The effect of relative encoding on memory-based judgments. Psychological science, 27(8), 1136-1145.","Several models of judgment propose that people struggle with absolute judgments and instead represent options on the basis of their relative standing. This leads to a conundrum when people make judgments from memory: They may encode an option’s ordinal rank relative to the surrounding options but later observe a different distribution of options. Do people update their representations when making judgments from memory, or do they maintain their representations based on the initial encoding? In three studies, we found that people making memory-based judgments rely on a stimulus’s relative standing in the distribution at the time of encoding rather than attending to absolute quality or updating the stimulus’s ordinal ranking in light of the distribution at the time of the later judgment.Sage Journals",22,The effect of relative encoding on memory-based judgments
"Mehta, R., & Zhu, M. (2016). Creating when you have less: The impact of resource scarcity on product use creativity. Journal of Consumer Research, 42(5), 767-782. Study 2"," This research examines how a general sense of resource availability influences consumers’ product use creativity. The authors propose and demonstrate that the salience of resource scarcity versus abundance enhances the novelty of product use solutions in independent consumption environments. An investigation of the underlying process finds that scarcity salience activates a constraint mindset that persists and manifests itself through reduced functional fixedness in subsequent product usage contexts (i.e., makes consumers think beyond the traditional functionality of a given product), consequently enhancing product use creativity. This work advances the extant creativity literature, currently limited to examining the effects of context-specific resource constraints, by establishing a context-independent linkage between resource availability and product use creativity. Furthermore, this research contributes to the scarcity literature, which has primarily focused on investigating the quantity and frequency of consumption, by examining the impact of scarcity on the quality of consumption solutions.Oxford University Press",276,Creating when you have less: The impact of resource scarcity on product use creativity
"Haimovitz, K., & Dweck, C. S. (2016). What predicts children’s fixed and growth intelligence mind-sets? Not their parents’ views of intelligence but their parents’ views of failure. Psychological science, 27(6), 859-869.","Children’s intelligence mind-sets (ie, their beliefs about whether intelligence is fixed or malleable) robustly influence their motivation and learning. Yet, surprisingly, research has not linked parents’ intelligence mind-sets to their children’s. We tested the hypothesis that a different belief of parents—their failure mind-sets—may be more visible to children and therefore more prominent in shaping their beliefs. In Study 1, we found that parents can view failure as debilitating or enhancing, and that these failure mind-sets predict parenting practices and, in turn, children’s intelligence mind-sets. Study 2 probed more deeply into how parents display failure mind-sets. In Study 3a, we found that children can indeed accurately perceive their parents’ failure mind-sets but not their parents’ intelligence mind-sets. Study 3b showed that children’s perceptions of their parents’ failure mind-sets also predicted their own intelligence mind-sets. Finally, Study 4 showed a causal effect of parents’ failure mind-sets on their responses to their children’s hypothetical failure. Overall, parents who see failure as debilitating focus on their children’s performance and ability rather than on their children’s learning, and their children, in turn, tend to believe that intelligence is fixed rather than malleable.academia.edu",412,[PDF][PDF] What predicts children's fixed and growth intelligence mind-sets? Not their parents' views of intelligence but their parents' views of failure
"Morris, A.L., Still, M.L. (2008). Now you see it, now you don't: Repetition blindness for nonwords. Journal of Experimental Psychology: Learning Memory and Cognition, 34(1), 146–166.","Repetition blindness (RB) for nonwords has been found in some studies, but not in others. The authors propose that the discrepancy in results is fueled by participant strategy; specifically, when rapid serial visual presentation lists are short and participants are explicitly informed that some trials will contain repetitions, participants are able to use partial orthographic information to correctly guess repetitions on repetition trials while avoiding spurious repetition reports on control trials. The authors first replicated V. Coltheart and R. Langdon's (2003) finding of RB for words but repetition advantage for nonwords (Experiment 1). When all participants were encouraged to utilize partial information in a same/different matching task along with an identification task, a repetition advantage was observed for both words and nonwords (Experiment 2). When guessing of repetitions was made detectable by including non-identical but orthographically similar items in the experiments, the repetition advantage disappeared; instead, RB was found for both words and nonwords (Experiments 3 and 4). Finally, when experiments did not contain any identical items, participants almost never reported repetitions, and reliable RB was found for orthographically similar words and nonwords (Experiments 5 and 6).American Psychological Association",16,"[HTML][HTML] Now you see it, now you don't: repetition blindness for nonwords."
"Schaffer, J., & Knobe, J. (2012). Contrastive knowledge surveyed. Noûs, 46(4), 675-708.","Suppose that Ann says,"" Keith knows that the bank will be open tomorrow."" Her audience may well agree. Her knowledge ascription may seem true. But now suppose that Ben-in a different context-also says"" Keith knows that the bank will be open tomorrow."" His audience may well disagree. His knowledge ascription may seem false. Indeed, a number of philosophers have claimed that people's intuitions about knowledge ascriptions are context sensitive, in the sense that the very same knowledge ascription can seem true in one conversational context but false in another. This purported fact about people's intuitions serves as one of the main pieces of evidence for epistemic contextualism, which is (roughly speaking) the view that the truth conditions of a knowledge attribution can differ from one conversational context to another. Opponents of contextualism have replied by trying to explain these purported intuitions in other ways. For instance, they have proposed that these purported intuitions may be explained via shifts in what is at stake for the subject, pragmatic shifts in what is assertible, or performance shifts in our liability to error. Yet a recent series of empirical studies threatens to undermine this whole debate. These studies presented ordinary people with precisely the sorts of cases that have been discussed in the contextualism literature and gave them an opportunity to say whether they agreed or disagreed with the relevant knowledge attributions. Strikingly, the results suggest that people simply do not have the intuitions they were purported to have. Looking at this recent evidence, it is easy to come away with the feeling that the whole contextualism debate was founded on a myth. The various sides offeredJSTOR",143,Contrastive knowledge surveyed
"Glikson, E., Cheshin, A., & Kleef, G. A. V. (2018). The dark side of a smiley: Effects of smiling emoticons on virtual first impressions. Social Psychological and Personality Science, 9(5), 614-625. , Study 3.","First impressions are heavily influenced by emotional expressions such as smiles. In face-to-face contact, smiling individuals are perceived as warmer and as more competent than nonsmiling individuals. In computer-mediated communication, which is primarily text-based, the “smiley” (☺) constitutes the digital representation of a smile. But is a smiley a suitable replacement for a smile? We conducted three experiments to examine the impact of smiley use on virtual first impressions in work-related contexts. Our findings provide first-time evidence that, contrary to actual smiles, smileys do not increase perceptions of warmth and actually decrease perceptions of competence. Perceptions of low competence in turn undermined information sharing. The adverse effects of smiley use are moderated by the formality of the social context and mediated by perceptions of message appropriateness. These results indicate that a smiley is not a smile. The findings have implications for theorizing on the social functionality of virtual emotional expressions.Sage Journals",201,The dark side of a smiley: Effects of smiling emoticons on virtual first impressions
"Dunn, E.W., Aknin, L.B., & Norton, M.I. (2008). Spending Money on Others Promotes Happiness. Science, 319, 1687 - 1688.","Although much research has examined the effect of income on happiness, we suggest that how people spend their money may be at least as important as how much money they earn. Specifically, we hypothesized that spending money on other people may have a more positive impact on happiness than spending money on oneself. Providing converging evidence for this hypothesis, we found that spending more of one's income on others predicted greater happiness both cross-sectionally (in a nationally representative survey study) and longitudinally (in a field study of windfall spending). Finally, participants who were randomly assigned to spend money on others experienced greater happiness than those assigned to spend money on themselves.AAAS",2609,Spending money on others promotes happiness
"C McKinstry, R Dale, MJ Spivey (2008). Action dynamics reveal parallel competition in decision making. Psychological Science, 19.1: 22-24.","METHODThe data for this study come from 141 college-age participants (97 females, 44 males) who responded to 11 yes/no questions presented in random order over headphones. The questions were derived from propositions in the Internet-based Mindpixel project and had varying truth values (defined as the proportion of participants who responded that they were true). Examples of the questions include “Should you brush your teeth everyday?”(1.0 true),“Is murder sometimes justifiable?”(. 6 true),“Is the sky ever green?”(. 3 true), and “Is a thousand more than a billion?”(. 0 true). 1Sage Journals",353,Action dynamics reveal parallel competition in decision making
"Elliot, A. J., Niesta Kayser, D., Greitemeyer, T., Lichtenfeld, S., Gramzow, R. H., Maier, M. A., & Lu, H. (2010). Red, rank, and romance in women viewing men. Journal of Experimental Psychology: General, 139(3), 399–417. DOI:  a0019689","In many nonhuman species of vertebrates, females are attracted to red on male conspecifics. Red is also a signal of male status in many nonhuman vertebrate species, and females show a mating preference for high-status males. These red–attraction and red–status links have been found even when red is displayed on males artificially. In the present research, we document parallels between human and nonhuman females' response to male red. Specifically, in a series of 7 experiments we demonstrate that women perceive men to be more attractive and sexually desirable when seen on a red background and in red clothing, and we additionally show that status perceptions are responsible for this red effect. The influence of red appears to be specific to women's romantic attraction to men: Red did not influence men's perceptions of other men, nor did it influence women's perceptions of men's overall likability, agreeableness, or extraversion. Participants showed no awareness that the research focused on the influence of color. These findings indicate that color not only has aesthetic value but can carry meaning and impact psychological functioning in subtle, important, and provocative ways.(PsycINFO Database Record (c) 2016 APA, all rights reserved)American Psychological Association",282,"Red, rank, and romance in women viewing men."
"Nurmsoo, E., & Bloom, P. (2008). Preschoolers' Perspective Taking in Word Learning Do They Blindly Follow Eye Gaze?. Psychological Science, 19(3), 211-215.","When learning new words, do children use a speaker's eye gaze because it reveals referential intent? We conducted two experiments that addressed this question. In Experiment 1, the experimenter left while two novel objects were placed where the child could see both, but the experimenter would be able to see only one. The experimenter returned, looked directly at the mutually visible object, and said either, “There's the [novel word]!” or “Where's the [novel word]?” Two- through 4-year-olds selected the target of the speaker's gaze more often on there trials than on where trials, although only the older children identified the referent correctly at above-chance levels on trials of both types. In Experiment 2, the experimenter placed a novel object where only the child could see it and left while the second object was similarly hidden. When she returned and asked, “Where's the [novel word]?” 2- through 4-year-olds chose the second object at above-chance levels. Preschoolers do not blindly follow gaze, but consider the linguistic and pragmatic context when learning a new word.Sage Journals",79,Preschoolers' perspective taking in word learning: do they blindly follow eye gaze?
"Vohs, K. D., Sengupta, J., & Dahl, D. W. (2014). The price had better be right: Women’s reactions to sexual stimuli vary with market factors. Psychological science, 25(1), 278-283.","Two experiments tested when and why women’s typically negative, spontaneous reactions to sexual imagery would soften. Sexual economics theory predicts that women want sex to be seen as rare and special. We reasoned that this outlook would translate to women tolerating sexual images more when those images are linked to high worth as opposed to low worth. We manipulated whether an ad promoted an expensive or a cheap product using a sexually charged or a neutral scene. As predicted, women found sexual imagery distasteful when it was used to promote a cheap product, but this reaction to sexual imagery was mitigated if the product promoted was expensive. This pattern was not observed among men. Furthermore, we predicted and found that sexual ads promoting cheap products heightened feelings of being upset and angry among women. These findings suggest that women’s reactions to sexual images can reveal deep-seated preferences about how sex should be used and understood.Sage Journals",30,The price had better be right: Women's reactions to sexual stimuli vary with market factors
"Yang, F., Choi, Y. J., Misch, A., Yang, X., & Dunham, Y. (2018). In defense of the commons: Young children negatively evaluate and sanction free riders. Psychological science, 29(10), 1598-1611.","Human flourishing depends on individuals paying costs to contribute to the common good, but such arrangements are vulnerable to free riding, in which individuals benefit from others’ contributions without paying costs themselves. Systems of tracking and sanctioning free riders can stabilize cooperation, but the origin of such tendencies is not well understood. Here, we provide evidence that children as young as 4 years old negatively evaluate and sanction free riders. Across six studies, we showed that these tendencies are robust, large in magnitude, tuned to intentional rather than unintentional noncontribution, and generally consistent across third- and first-party cases. Further, these effects cannot be accounted for by factors that frequently co-occur with free riding, such as nonconforming behaviors or the costs that free riding imposes on the group. Our findings demonstrate that from early in life, children both hold and enforce a normative expectation that individuals are intrinsically obligated to contribute to the common good.Sage Journals",66,In defense of the commons: Young children negatively evaluate and sanction free riders
"Eitam, B., Hassin, R. R., & Schul, Y. (2008). Nonconscious goal pursuit in novel environments: The case of implicit learning. Psychological Science, 19, 261-267.","Is nonconscious goal pursuit useful in novel environments? The prevalent view of automaticity and control implies that an unconscious mode of goal pursuit can only reproduce formerly learned actions, and therefore that its usefulness in novel environments is very limited. Our results demonstrate that this conclusion is not always warranted, as nonconscious goal pursuit facilitated participants' learning of the structure of completely novel environments. Specifically, two experiments, using markedly different implicit-learning paradigms, demonstrated facilitation of implicit learning when the goal of achievement was primed. We propose that nonconscious goal pursuit can facilitate not only reproductive operations, but also productive ones, and that implicit learning is sensitive to the organism's nonconscious goals.Sage Journals",133,Nonconscious goal pursuit in novel environments: The case of implicit learning
"Roux, C., Goldsmith, K., & Bonezzi, A. (2015). On the psychology of scarcity: When reminders of resource scarcity promote selfish (and generous) behavior. Journal of consumer research, 42(4), 615-631. Study 4","Consumers often encounter reminders of resource scarcity. However, relatively little is known about the psychological processes that such reminders instantiate. In this article, we posit that reminders of resource scarcity activate a competitive orientation, which guides consumers’ decision making towards advancing their own welfare. Further, we reveal that this tendency can manifest in behaviors that appear selfish, but also in behaviors that appear generous, in conditions where generosity allows for personal gains. The current research thus offers a more nuanced understanding of why resource scarcity may promote behaviors that appear either selfish or generous in different contexts, and provides one way to reconcile seemingly conflicting prior findings.JSTOR",425,On the psychology of scarcity: When reminders of resource scarcity promote selfish (and generous) behavior
"Turk-Browne, N. B., Isola, P. J., Scholl, B. J., & Treat, T. A. (2008). Multidimensional Visual Statistical Learning. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34(2), 399–407.","Recent studies of visual statistical learning (VSL) have demonstrated that statistical regularities in sequences of visual stimuli can be automatically extracted, even without intent or awareness. Despite much work on this topic, however, several fundamental questions remain about the nature of VSL. In particular, previous experiments have not explored the underlying units over which VSL operates. In a sequence of colored shapes, for example, does VSL operate over each feature dimension independently, or over multidimensional objects in which color and shape are bound together? The studies reported here demonstrate that VSL can be both object-based and feature-based, in systematic ways based on how different feature dimensions covary. For example, when each shape covaried perfectly with a particular color, VSL was object-based: Observers expressed robust VSL for colored-shape sub-sequences at test but failed when the test items consisted of monochromatic shapes or color patches. When shape and color pairs were partially decoupled during learning, however, VSL operated over features: Observers expressed robust VSL when the feature dimensions were tested separately. These results suggest that VSL is object-based, but that sensitivity to feature correlations in multidimensional sequences (possibly another form of VSL) may in turn help define what counts as an object.(PsycINFO Database Record (c) 2016 APA, all rights reserved)American Psychological Association",193,Multidimensional visual statistical learning.
"Cook, L. A., & Sadeghein, R. (2018). Effects of perceived scarcity on financial decision making. Journal of Public Policy & Marketing, 37(1), 68-87. Study 3","How are financial decisions compromised as scarcity increases? Extant research focuses mostly on the consequences of financial scarcity; moreover, this factor is treated simply as a lack of liquidity. Using a mixed-method approach, the authors investigate the dimensions of perceived scarcity and the ways they work in tandem to negatively influence perceptions and decisions. Internal influences (including perceived consequences) and external influences (including decreased lending options) lead to results described in this article as the “triple scarcity effect.” Experimental results show how perceived financial scarcity undermines loan decisions, particularly for consumers at the greatest financial risk. Next, qualitative data collected from the Consumer Financial Protection Bureau are used for a between-method triangulation of the earlier findings. Understanding the multidimensionality of perceived financial scarcity is important for designing preventive measures that improve decisions (e.g., not reborrowing) and decision making (e.g., accurately calculating cost). Results from two interventions demonstrate how these improvements are made when consumers' perceptions of scarcity are reduced. Finally, the authors discuss the welfare impact for lenders, marketers, and policy makers, and they offer an agenda for future research.Sage Journals",58,Effects of perceived scarcity on financial decision making
"Li, Q., Joo, S. J., Yeatman, J. D., & Reinecke, K. (2020). Controlling for participants’ viewing distance in large-scale, psychophysical online experiments using a virtual chinrest. Scientific reports, 10(1), 1-11.","While online experiments have shown tremendous potential to study larger and more diverse participant samples than is possible in the lab, the uncontrolled online environment has prohibited many types of psychophysical studies due to difficulties controlling the viewing distance and stimulus size. We introduce the Virtual Chinrest, a method that measures a participant’s viewing distance in the web browser by detecting a participant’s blind spot location. This makes it possible to automatically adjust stimulus configurations based on an individual’s viewing distance. We validated the Virtual Chinrest in two laboratory studies in which we varied the viewing distance and display size, showing that our method estimates participants’ viewing distance with an average error of 3.25 cm. We additionally show that by using the Virtual Chinrest we can reliably replicate measures of visual crowding, which depends on a precise calculation of visual angle, in an uncontrolled online environment. An online experiment with 1153 participants further replicated the findings of prior laboratory work, demonstrating how visual crowding increases with eccentricity and extending this finding by showing that young children, older adults and people with dyslexia all exhibit increased visual crowding, compared to adults without dyslexia. Our method provides a promising pathway to web-based psychophysical research requiring controlled stimulus geometry.nature.com",223,"Controlling for participants' viewing distance in large-scale, psychophysical online experiments using a virtual chinrest"
"Craig, M. A., & Richeson, J. A. (2014). On the precipice of a “majority-minority” America: Perceived status threat from the racial demographic shift affects White Americans’ political ideology. Psychological science, 25(6), 1189-1197.","The U.S. Census Bureau projects that racial minority groups will make up a majority of the U.S. national population in 2042, effectively creating a so-called majority-minority nation. In four experiments, we explored how salience of such racial demographic shifts affects White Americans’ political-party leanings and expressed political ideology. Study 1 revealed that making California’s majority-minority shift salient led politically unaffiliated White Americans to lean more toward the Republican Party and express greater political conservatism. Studies 2, 3a, and 3b revealed that making the changing national racial demographics salient led White Americans (regardless of political affiliation) to endorse conservative policy positions more strongly. Moreover, the results implicate group-status threat as the mechanism underlying these effects. Taken together, this work suggests that the increasing diversity of the nation may engender a widening partisan divide.Sage Journals",742,On the precipice of a “majority-minority” America: Perceived status threat from the racial demographic shift affects White Americans' political ideology
"Park, H., Lalwani, A.K., & Silvera, D.H. (2020). The Impact of Resource Scarcity on Price-Quality Judgments. Journal of Consumer Research. Study 2a"," Consumers routinely encounter situations in which they perceive that resources are scarce. However, little is known about how this perception influences consumers’ use of price in their purchase decisions. The present research seeks to fill this gap by examining the link between scarcity and the tendency to use price to judge product quality, and the mechanisms underlying that link. Six studies (and five more reported in the web appendix) using multiple product categories and a variety of operationalizations of both scarcity and price-quality judgments show that scarcity decreases consumers’ tendency to use price to judge product quality. This occurs because scarcity induces a desire to compensate for the shortage and seek abundance, and thereby reduces an individual’s general categorization tendency (because categorizing brings about a feeling of reduction); this, in turn, hinders consumers from viewing products as belonging to different price-tier groups, and thus lowers their tendency to use price as a basis for judging product quality. Boundary conditions for the proposed effect are also identified. The current research makes fundamental contributions to the literatures on scarcity, price-quality judgments, and categorization.Oxford University Press",80,The impact of resource scarcity on price-quality judgments
"Atir, S., Rosenzweig, E., & Dunning, D. (2015). When knowledge knows no bounds: Self-perceived expertise predicts claims of impossible knowledge. Psychological Science, 26(8), 1295-1303.","People overestimate their knowledge, at times claiming knowledge of concepts, events, and people that do not exist and cannot be known, a phenomenon called overclaiming. What underlies assertions of such impossible knowledge? We found that people overclaim to the extent that they perceive their personal expertise favorably. Studies 1a and 1b showed that self-perceived financial knowledge positively predicts claiming knowledge of nonexistent financial concepts, independent of actual knowledge. Study 2 demonstrated that self-perceived knowledge within specific domains (e.g., biology) is associated specifically with overclaiming within those domains. In Study 3, warning participants that some of the concepts they saw were fictitious did not reduce the relationship between self-perceived knowledge and overclaiming, which suggests that this relationship is not driven by impression management. In Study 4, boosting self-perceived expertise in geography prompted assertions of familiarity with nonexistent places, which supports a causal role for self-perceived expertise in claiming impossible knowledge.Sage Journals",206,When knowledge knows no bounds: Self-perceived expertise predicts claims of impossible knowledge
"McCrea, SM. (2008). Self-handicapping, excuse making, and counterfactual thinking: Consequences for self-esteem and future motivation. Journal of Personality and Social Psychology, 95(2), 274-292","Researchers interested in counterfactual thinking have often found that upward counterfactual thoughts lead to increased motivation to improve in the future, although at the cost of increased negative affect. The present studies suggest that because upward counterfactual thoughts indicate reasons for a poor performance, they can also serve as excuses. In this case, upward counterfactual thoughts should result in more positive self-esteem and reduced future motivation. Five studies demonstrated these effects in the context of self-handicapping. First, upward counterfactual thinking was increased in the presence of a self-handicap. Second, upward counterfactual thoughts indicating the presence of a self-handicap protected self-esteem following failure. Finally, upward counterfactual thoughts that protect self-esteem reduced preparation for a subsequent performance as well as performance itself. These findings suggest that the consequences of upward counterfactuals for affect and motivation are moderated by the goals of the individual as well as the content of the thoughts.(PsycINFO Database Record (c) 2016 APA, all rights reserved)American Psychological Association",175,"Self-handicapping, excuse making, and counterfactual thinking: consequences for self-esteem and future motivation."
"Schmidt, J. R., & Besner, D. (2008). The Stroop effect: why proportion congruent has nothing to do with congruency and everything to do with contingency. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34(3), 514.","The item-specific proportion congruent (ISPC) effect refers to the observation that the Stroop effect is larger for words that are presented mostly in congruent colors (eg, BLUE presented 75% of the time in blue) and smaller for words that are presented mostly in a given incongruent color (eg, YELLOW presented 75% of the time in orange). One account of the ISPC effect, the modulation hypothesis, is that participants modulate attention based on the identity of the word (ie, participants allow the word to influence responding when it is presented mostly in its congruent color). Another account, the contingency hypothesis, is that participants use the word to predict the response that they will need to make (eg, if the word is YELLOW, then the response is probably"" orange""). Reanalyses of data from LL Jacoby, DS Lindsay, and S. Hessels (2003), along with results from new experiments, are inconsistent with the modulation hypothesis but entirely consistent with the contingency hypothesis. A response threshold mechanism that uses contingency information provides a sufficient account of the data.(PsycINFO Database Record (c) 2016 APA, all rights reserved)American Psychological Association",396,The Stroop effect: why proportion congruent has nothing to do with congruency and everything to do with contingency.
"Xu, Y., & Franconeri, S. L. (2015). Capacity for visual features in mental rotation. Psychological science, 26(8), 1241-1251.","Although mental rotation is a core component of scientific reasoning, little is known about its underlying mechanisms. For instance, how much visual information can someone rotate at once? We asked participants to rotate a simple multipart shape, requiring them to maintain attachments between features and moving parts. The capacity of this aspect of mental rotation was strikingly low: Only one feature could remain attached to one part. Behavioral and eye-tracking data showed that this single feature remained “glued” via a singular focus of attention, typically on the object’s top. We argue that the architecture of the human visual system is not suited for keeping multiple features attached to multiple parts during mental rotation. Such measurement of capacity limits may prove to be a critical step in dissecting the suite of visuospatial tools involved in mental rotation, leading to insights for improvement of pedagogy in science-education contexts.Sage Journals",66,Capacity for visual features in mental rotation
"Redden, J. P., & Hoch, S. J. (2009). The presence of variety reduces perceived quantity. Journal of Consumer Research, 36(3), 406-417., Study 1"," Against common intuition, we find that variety in an assortment reduces its perceived quantity. Two studies show that people provide larger quantity estimates when shown random patterns of identical colored dots or geometric shapes than when those patterns contain variety. The difference in perceived quantity does not grow as the number of different types increases beyond two, and it disappears if the overall area occupied by the set is made salient through context. We attribute the results to the natural consolidation of identical items into a single Gestalt whole that makes the set seem larger. Two additional studies show that this perceptual influence also causes people to pour more when using varied items to match a sample of food. The article closes with a discussion of the potential implications of these findings for variety research and portion control.Oxford University Press",97,The presence of variety reduces perceived quantity
"Blackwell, L. S., Trzesniewski, K. H., & Dweck, C. S. (2007). Implicit theories of intelligence predict achievement across an adolescent transition: A longitudinal study and an intervention. Child development, 78(1), 246-263.  Study 1","Two studies explored the role of implicit theories of intelligence in adolescents' mathematics achievement. In Study 1 with 373 7th graders, the belief that intelligence is malleable (incremental theory) predicted an upward trajectory in grades over the two years of junior high school, while a belief that intelligence is fixed (entity theory) predicted a flat trajectory. A mediational model including learning goals, positive beliefs about effort, and causal attributions and strategies was tested. In Study 2, an intervention teaching an incremental theory to 7th graders (N=48) promoted positive change in classroom motivation, compared with a control group (N=43). Simultaneously, students in the control group displayed a continuing downward trajectory in grades, while this decline was reversed for students in the experimental group.Wiley Online Library",6773,Implicit theories of intelligence predict achievement across an adolescent transition: A longitudinal study and an intervention
"Sparrow, B., Liu, J., & Wegner, D. M. (2011). Google effects on memory: Cognitive consequences of having information at our fingertips. science, 333(6043), 776-778.","The advent of the Internet, with sophisticated algorithmic search engines, has made accessing information as easy as lifting a finger. No longer do we have to make costly efforts to find the things we want. We can “Google” the old classmate, find articles online, or look up the actor who was on the tip of our tongue. The results of four studies suggest that when faced with difficult questions, people are primed to think about computers and that when people expect to have future access to information, they have lower rates of recall of the information itself and enhanced recall instead for where to access it. The Internet has become a primary form of external or transactive memory, where information is stored collectively outside ourselves.AAAS",2176,Google effects on memory: Cognitive consequences of having information at our fingertips
"Greene, J.D., Cushman, F.A., Stewart, L E., Lowenberg, K., Nystrom, L.E., & Cohen, J.D. (2009). Pushing moral buttons: The interaction between personal force and intention in moral judgment. Cognition, 111(3), 364–371.",,927,[HTML][HTML] Pushing moral buttons: The interaction between personal force and intention in moral judgment
"Shafir, E. (1993). Choosing versus rejecting: Why some options are both better and worse than others. Memory & Cognition, 21, 546–556.  Study 1"," A previously unobserved pattern of choice behavior is predicted and corroborated. In line with the principle of compatibility, according to which the weighting of inputs is enhanced by their compatibility with output, the positive and negative dimensions of options (their pros and cons) are expected to loom larger when one is choosing and when one is rejecting, respectively. Subjects are presented with pairs of options, one of which—theenriched option—has more positive as well as more negative dimensions than does the other,impoverished, option. Because positive dimensions are weighted more heavily in choosing than in rejecting, and negative dimensions are weighted more heavily in rejecting than in choosing, the enriched option tends to be chosen and rejected relatively more often than the impoverished option. These findings are extended to nonbinary decision problems, and their implications for the rational theory of choice and for everyday decisions are discussed.Springer",849,Choosing versus rejecting: Why some options are both better and worse than others
"Balas, B. J. (2006). Texture synthesis and perception: Using computational models to study texture representations in the human visual system. Vision research, 46(3), 299-309.",,112,[HTML][HTML] Texture synthesis and perception: Using computational models to study texture representations in the human visual system
