ref_original,abstract,cited_by_count,gs_title
"Shnabel, Nurit, and Arie Nadler. ""A needs-based model of reconciliation: satisfying the differential emotional needs of victim and perpetrator as a key to promoting reconciliation."" Journal of personality and social psychology 94.1 (2008): 116.","The authors propose that conflict threatens different psychological resources of victims and perpetrators and that these threats contribute to the maintenance of conflict (A. Nadler, 2002; A. Nadler & I. Liviatan, 2004; A. Nadler & N. Shnabel, in press). On the basis of this general proposition, the authors developed a needs-based model of reconciliation that posits that being a victim is associated with a threat to one's status and power, whereas being a perpetrator threatens one's image as moral and socially acceptable. To counter these threats, victims must restore their sense of power, whereas perpetrators must restore their public moral image. A social exchange interaction in which these threats are removed should enhance the parties' willingness to reconcile. The results of 4 studies on interpersonal reconciliation support these hypotheses. Applied and theoretical implications of this model are discussed.(PsycInfo Database Record (c) 2020 APA, all rights reserved)American Psychological Association",802,A needs-based model of reconciliation: Satisfying the differential emotional needs of victim and perpetrator as a key to promoting reconciliation.
"Cox, C.R., Arndt, J., Pyszczynski, T., Greenberg, J., Abdollahi, A., & Solomon, S. (2008). Terror management and adults' attachment to their parents: The safe haven remains. Journal of Personality and Social Psychology, 94(4), 696-717.","Six studies examined the role of young adults' parental attachment in terror management. Studies 1-3 revealed that activating thoughts of one's parent in response to mortality salience (MS) reduced death-thought accessibility and worldview defense and increased feelings of self-worth. Studies 4-5 demonstrated that MS led to greater ease of recalling positive maternal interactions and greater difficulty recalling negative interactions, and increased attraction to a stranger who was described as being similar to one's parent. If reliance on parents for terror management purposes reflects the operation of attachment mechanisms, then such effects should vary on the basis of an individual's attachment style. Study 6 demonstrated that, after MS, insecure individuals were more likely to rely on relationships with their parents, whereas secure individuals were more likely to rely on relationships with romantic partners.(PsycINFO Database Record (c) 2016 APA, all rights reserved)American Psychological Association",241,Terror management and adults' attachment to their parents: the safe haven remains.
"MD Henderson, Y de Liver, PM Gollwitzer (2008). The effects of an implemental mind-set on attitude strength. Journal of Personality and Social Psychology, 94.3: 396-411.","The authors investigated whether an implemental mind-set fosters stronger attitudes. Participants who made a decision about how to act (vs. those who held off) expressed a more extreme attitude toward an issue unrelated to the decision (Experiment 1). Participants who planned the implementation of a decision (vs. deliberated vs. control) exhibited less ambivalent (Experiment 2) and more accessible (Experiment 3) attitudes toward various objects unrelated to the decision. Moreover, an attitude reported by planning participants better predicted self-reported behavior 1 week later (Experiment 4). Finally, results suggest that the effect of an implemental mind-set on attitude strength toward unrelated objects is driven by a focus on information that supports an already-made decision (Experiment 5). Implications for attitudes, goals, and mind-sets are discussed.(PsycINFO Database Record (c) 2016 APA, all rights reserved)American Psychological Association",114,The effects of an implemental mind-set on attitude strength.
"Monga, A., May, F., & Bagchi, R. (2017). Eliciting time versus money: time scarcity underlies asymmetric wage rates. Journal of consumer research, 44(4), 833-852. Study 4",,54,Eliciting time versus money: Time scarcity underlies asymmetric wage rates
"Ross, L., Greene, D., & House, P. (1977). The “false consensus effect”: An egocentric bias in social perception and attribution processes. Journal of Experimental Social Psychology, 13, 279–301.  Study 1","Evidence from four studies demonstrates that social observers tend to perceive a “false consensus” with respect to the relative commonness of their own responses. A related bias was shown to exist in the observers' social inferences. Thus, raters estimated particular responses to be relatively common and relatively unrevealing concerning the actors' distinguishing personal dispositions when the responses in question were similar to the raters' own responses; responses differing from those of the rater, by contrast, were perceived to be relatively uncommon and revealing of the actor. These results were obtained both in questionnaire studies presenting subjects with hypothetical situations and choices and in authentic conflict situations. The implications of these findings for our understanding of social perception phenomena and for our analysis of the divergent perceptions of actors and observers are discussed. Finally, cognitive and perceptual mechanisms are proposed which might account for distortions in perceived consensus and for corresponding biases in social inference and attributional processes.Elsevier",4590,The “false consensus effect”: An egocentric bias in social perception and attribution processes
"Demany, L., Trost, W., Serman, M., & Semal, C. (2008). Auditory change detection: simple sounds are not memorized better than complex sounds. Psychological Science, 19(1), 85-91.","Previous research has shown that the detectability of a local change in a visual image is essentially independent of the complexity of the image when the interstimulus interval (ISI) is very short, but is limited by a low-capacity memory system when the ISI exceeds 100 ms. In the study reported here, listeners made same/different judgments on pairs of successive “chords” (sums of pure tones with random frequencies). The change to be detected was always a frequency shift in one of the tones, and which tone would change was unpredictable. Performance worsened as the number of tones increased, but this effect was not larger for 2-s ISIs than for 0-ms ISIs. Similar results were obtained when a chord was followed by a single tone that had to be judged as higher or lower than the closest component of the chord. Overall, our data suggest that change detection is based on different mechanisms in audition and vision.Sage Journals",66,Auditory change detection: Simple sounds are not memorized better than complex sounds
"Zitek, E. M., & Tiedens, L. Z. (2012). The fluency of social hierarchy: the ease with which hierarchical relationships are seen, remembered, learned, and liked. Journal of personality and social psychology, 102(1), 98.","We tested the hypothesis that social hierarchies are fluent social stimuli; that is, they are processed more easily and therefore liked better than less hierarchical stimuli. In Study 1, pairs of people in a hierarchy based on facial dominance were identified faster than pairs of people equal in their facial dominance. In Study 2, a diagram representing hierarchy was memorized more quickly than a diagram representing equality or a comparison diagram. This faster processing led the hierarchy diagram to be liked more than the equality diagram. In Study 3, participants were best able to learn a set of relationships that represented hierarchy (asymmetry of power)—compared to relationships in which there was asymmetry of friendliness, or compared to relationships in which there was symmetry—and this processing ease led them to like the hierarchy the most. In Study 4, participants found it easier to make decisions about a company that was more hierarchical and thus thought the hierarchical organization had more positive qualities. In Study 5, familiarity as a basis for the fluency of hierarchy was demonstrated by showing greater fluency for male than female hierarchies. This study also showed that when social relationships are difficult to learn, people's preference for hierarchy increases. Taken together, these results suggest one reason people might like hierarchies—hierarchies are easy to process. This fluency for social hierarchies might contribute to the construction and maintenance of hierarchies.(PsycINFO Database Record (c) 2016 APA, all rights reserved)American Psychological Association",293,"The fluency of social hierarchy: the ease with which hierarchical relationships are seen, remembered, learned, and liked."
"Pyc, M. A., & Rawson, K. A. (2010). Why testing improves memory: Mediator effectiveness hypothesis. Science, 330(6002), 335-335.","A wealth of research has established that practice tests improve memory for the tested material. Although the benefits of practice tests are well documented, the mechanisms underlying testing effects are not well understood. We propose the mediator effectiveness hypothesis, which states that more-effective mediators (that is, information linking cues to targets) are generated during practice involving tests with restudy versus during restudy only. Effective mediators must be retrievable at time of test and must elicit the target response. We evaluated these two components of mediator effectiveness for learning foreign language translations during practice involving either test-restudy or restudy only. Supporting the mediator effectiveness hypothesis, test-restudy practice resulted in mediators that were more likely to be retrieved and more likely to elicit targets on a final test.AAAS",553,Why testing improves memory: Mediator effectiveness hypothesis
"Farris, C., Treat, T.A., Viken, R.J., & McFall, R.M. (2008). Perceptual mechanisms that characterize gender differences in decoding women's sexual intent. Psychological Science, 19(4), 348-354.","Men and women often disagree about the meaning of women's nonverbal cues, particularly those conveying dating-relevant information. Men perceive more sexual intent in women's behavior than women perceive or report intending to convey. Although this finding has been attributed to gender differences in the threshold for labeling ambiguous cues as sexual in nature, little research has been conducted to determine etiology. Using a model that differentiates perceptual sensitivity from decisional bias, we found no evidence that men have lenient thresholds for perceiving women's nonverbal behavior as indicating sexual interest. Rather, gender differences were captured by a relative perceptual insensitivity among men. Just as in previous studies, men were more likely than women to misperceive friendliness as sexual interest, but they also were quite likely to misperceive sexual interest as friendliness. The results point to the promise of computational models of perception in increasing the understanding of clinically relevant social processes.Sage Journals",132,Perceptual mechanisms that characterize gender differences in decoding women's sexual intent
"Forwood, S. E., Ahern, A., Hollands, G. J., Fletcher, P. C., & Marteau, T. M. (2013). Underestimating calorie content when healthy foods are present: an averaging effect or a reference-dependent anchoring effect?. Plos one, 8(8), e71475."," Objective Previous studies have shown that estimations of the calorie content of an unhealthy main meal food tend to be lower when the food is shown alongside a healthy item (e.g. fruit or vegetables) than when shown alone. This effect has been called the negative calorie illusion and has been attributed to averaging the unhealthy (vice) and healthy (virtue) foods leading to increased perceived healthiness and reduced calorie estimates. The current study aimed to replicate and extend these findings to test the hypothesized mediating effect of ratings of healthiness of foods on calorie estimates. Methods In three online studies, participants were invited to make calorie estimates of combinations of foods. Healthiness ratings of the food were also assessed. Results The first two studies failed to replicate the negative calorie illusion. In a final study, the use of a reference food, closely following a procedure from a previously published study, did elicit a negative calorie illusion. No evidence was found for a mediating role of healthiness estimates. Conclusion The negative calorie illusion appears to be a function of the contrast between a food being judged and a reference, supporting the hypothesis that the negative calorie illusion arises from the use of a reference-dependent anchoring and adjustment heuristic and not from an ‘averaging’ effect, as initially proposed. This finding is consistent with existing data on sequential calorie estimates, and highlights a significant impact of the order in which foods are viewed on how foods are evaluated. PLOS",22,Underestimating calorie content when healthy foods are present: an averaging effect or a reference-dependent anchoring effect?
"Peer, E., Rothschild, D., Gordon, A., Evernden, Z., & Damer, E. (2022). Data quality of platforms and panels for online behavioral research. Behavior Research Methods, 54(4), 1643-1662.","This erratum reports on a technical error that was discovered in Study 2 of Peer et al. (2021). Because of this technical error, some specific findings on participants’ proclivity for dishonesty reported in the paper have been found incorrect. We detail the error, which only affected female participants, and its impact on the findings and report on the reanalyzed findings accounting for the error. The new findings do not change the conclusions provided in the paper, and show again that participants from MTurk are more likely to engage in dishonest behavior than participants from Prolific or CloudResearch.Springer",34,Erratum to Peer et al.(2021) Data quality of platforms and panels for online behavioral research
"Kay, A. C., Laurin, K., Fitzsimons, G. M., & Landau, M. J. (2014). A functional basis for structure-seeking: Exposure to structure promotes willingness to engage in motivated action. Journal of Experimental Psychology: General, 143, 486–491.  Study 2","A recurring observation of experimental psychologists is that people prefer, seek out, and even selectively “see” structure in their social and natural environments. Structure-seeking has been observed across a wide range of phenomena—from the detection of patterns in random arrays to affinities for order-providing political, religious, social, and scientific worldviews—and is exacerbated under psychological threat. Why are people motivated for structure? An intriguing, but untested, explanation holds that perceiving structure, even in domains unrelated to one’s current behavioral context, can facilitate willingness to take goal-directed actions. Supporting this, in 5 studies, reminders of structure in nature or society increase willingness to engage in goal pursuit.(PsycINFO Database Record (c) 2016 APA, all rights reserved)American Psychological Association",138,A functional basis for structure-seeking: Exposure to structure promotes willingness to engage in motivated action.
"Purdie-Vaughns, V., Steele, C.M., Davies, P.G., Ditlmann, R., & Crosby, J.R. (2008). Social identity contingencies: How diversity cues signal threat or safety for african americans in mainstream institutions. Journal of Personality and Social Psychology, 94(4), 615-630.","This research demonstrates that people at risk of devaluation based on group membership are attuned to cues that signal social identity contingencies—judgments, stereotypes, opportunities, restrictions, and treatments that are tied to one's social identity in a given setting. In 3 experiments, African American professionals were attuned to minority representation and diversity philosophy cues when they were presented as a part of workplace settings. Low minority representation cues coupled with colorblindness (as opposed to valuing diversity) led African American professionals to perceive threatening identity contingencies and to distrust the setting (Experiment 1). The authors then verified that the mechanism mediating the effect of setting cues on trust was identity contingent evaluations (Experiments 2 & 3). The power of social identity contingencies as they relate to underrepresented groups in mainstream institutions is discussed.American Psychological Association",1268,[HTML][HTML] Social identity contingencies: how diversity cues signal threat or safety for African Americans in mainstream institutions.
"Shah, A. K., Mullainathan, S., & Shafir, E. (2012). Some consequences of having too little. Science, 338(6107), 682-685.","Poor individuals often engage in behaviors, such as excessive borrowing, that reinforce the conditions of poverty. Some explanations for these behaviors focus on personality traits of the poor. Others emphasize environmental factors such as housing or financial access. We instead consider how certain behaviors stem simply from having less. We suggest that scarcity changes how people allocate attention: It leads them to engage more deeply in some problems while neglecting others. Across several experiments, we show that scarcity leads to attentional shifts that can help to explain behaviors such as overborrowing. We discuss how this mechanism might also explain other puzzles of poverty.AAAS",2012,Some consequences of having too little
"Cheung, B. Y., & Heine, S. J. (2015). The double-edged sword of genetic accounts of criminality: Causal attributions from genetic ascriptions affect legal decision making. Personality and Social Psychology Bulletin, 41(12), 1723-1738. Study 3","Much debate exists surrounding the applicability of genetic information in the courtroom, making the psychological processes underlying how people consider this information important to explore. This article addresses how people think about different kinds of causal explanations in legal decision-making contexts. Three studies involving a total of 600 Mechanical Turk and university participants found that genetic, versus environmental, explanations of criminal behavior lead people to view the applicability of various defense claims differently, perceive the perpetrator’s mental state differently, and draw different causal attributions. Moreover, mediation and path analyses highlight the double-edged nature of genetic attributions—they simultaneously reduce people’s perception of the perpetrator’s sense of control while increasing people’s tendencies to attribute the cause to internal factors and to expect the perpetrator to reoffend. These countervailing relations, in turn, predict sentencing in opposite directions, although no overall differences in sentencing or ultimate verdicts were found.Sage Journals",90,The double-edged sword of genetic accounts of criminality: Causal attributions from genetic ascriptions affect legal decision making
"Hagtvedt, H., and Brasel, S. A. (2017). Color Saturation Increases Perceived Product Size. J. Consum. Res. 44, 396–413. doi:  Study 3"," This research demonstrates a visual phenomenon with broad implications for consumers: the perceived size of products depends on the saturation of their color. Results from six experiments, employing objects and products with various shapes and hues, show that increasing color saturation increases size perceptions. This influence is explained by the tendency for saturated color to capture attention, which, in turn, is explained by the arousal that saturated color stimulates. This research also demonstrates several downstream outcomes of the effect of saturation on size perceptions: evaluations are more favorable—and willingness to pay is higher—for products with high (low) saturation when usage goals call for large (small) size. Additionally, participants choose more of a product to fill a container with higher saturation. Further, the saturation of an object’s color affects the perceived size of its surroundings, such that when a product with high (vs. low) saturation is used as a benchmark, the environment is perceived to be comparatively smaller (vs. larger). Implications for aesthetics, design, sensory marketing, and related topics are discussed. Lastly, to aid future color research, appendix A outlines general challenges and recommendations in connection with the conceptualization, manipulation, and measurement of color.Oxford University Press",237,Color saturation increases perceived product size
"Mirman, D., & Magnuson, J. S. (2008). Attractor dynamics and semantic neighborhood density: Processing is slowed by near neighbors and speeded by distant neighbors. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34, 65-79.","The authors investigated semantic neighborhood density effects on visual word processing to examine the dynamics of activation and competition among semantic representations. Experiment 1 validated feature-based semantic representations as a basis for computing semantic neighborhood density and suggested that near and distant neighbors have opposite effects on word processing. Experiment 2 confirmed these results: Word processing was slower for dense near neighborhoods and faster for dense distant neighborhoods. Analysis of a computational model showed that attractor dynamics can produce this pattern of neighborhood effects. The authors argue for reconsideration of traditional models of neighborhood effects in terms of attractor dynamics, which allow both inhibitory and facilitative effects to emerge.(PsycINFO Database Record (c) 2016 APA, all rights reserved)American Psychological Association",186,Attractor dynamics and semantic neighborhood density: processing is slowed by near neighbors and speeded by distant neighbors.
"Mussweiler, T., & Englich, B. (2005). Subliminal anchoring: Judgmental consequences and underlying mechanisms. Organizational Behavior and Human Decision Processes, 98(2), 133–143.",,269,[HTML][HTML] Subliminal anchoring: Judgmental consequences and underlying mechanisms
"Dessalegn, B. & Landau, B. (2008). More than meets the eye: The role of language in binding visual properties. Psychological Science, 19(2), 189-195.","We investigated the effects of language on vision by focusing on a well-known problem: the binding and maintenance of color-location conjunctions. Four-year-olds performed a task in which they saw a target (e.g., a split square, red on the left and green on the right) followed by a brief delay and then were asked to find the target in an array including the target, its reflection (e.g., red on the right and green on the left), and a square with a different geometric split. Errors were overwhelmingly reflections. This finding shows that the children failed to maintain color-location conjunctions. Performance improved when targets were accompanied by sentences specifying color and direction (e.g., “the red is on the left”), but not when the conjunction was highlighted using a nonlinguistic cue (e.g., flashing, pointing, changes in size), nor when sentences specified a nondirectional relationship (e.g., “the red is touching the green”). The relation between children's matching performance and their long-term knowledge of directional terms suggests two distinct mechanisms by which language can temporarily bridge delays, providing more stable representations.Sage Journals",156,More than meets the eye: The role of language in binding and maintaining feature conjunctions
"Roelofs, A. (2008). Tracing attention and the activation flow in spoken word planning using eye movements. Journal of Experimental Psychology: Learning, Memory, and Cognition, 34(2), 353-368.","The flow of activation from concepts to phonological forms within the word production system was examined in 3 experiments. In Experiment 1, participants named pictures while ignoring superimposed distractor pictures that were semantically related, phonologically related, or unrelated. Eye movements and naming latencies were recorded. The distractor pictures affected the latencies of gaze shifting and vocal naming. The magnitude of the phonological effects increased linearly with latency, excluding lapses of attention as the cause of the effects. In Experiment 2, no distractor effects were obtained when both pictures were named. When pictures with superimposed distractor words were named or the words were read in Experiment 3, the words influenced the latencies of gaze shifting and picture naming, but the pictures yielded no such latency effects in word reading. The picture-word asymmetry was obtained even with equivalent reading and naming latencies. The picture-picture effects suggest that activation spreads continuously from concepts to phonological forms, whereas the picture-word asymmetry indicates that the amount of activation is limited and task dependent.(PsycINFO Database Record (c) 2016 APA, all rights reserved)American Psychological Association",123,Tracing attention and the activation flow in spoken word planning using eye movements.
"Murray, S.L., Derrick, J.L., Leder, S., & Holmes, J.G. (2008). Balancing connectedness and self-protection goals in close relationships: A levels-of-processing perspective on risk regulation. Journal of Personality and Social Psychology, 94(3), 429-459.","A model of risk regulation is proposed to explain how low and high self-esteem people balance the tension between self-protection and connectedness goals in romantic relationships. This model assumes that interpersonal risk automatically activates connectedness and self-protection goals. The activation of these competing goals then triggers an executive control system that resolves this goal conflict. One correlational study and 8 experiments manipulating risk, goal strength, and executive strength and then measuring implicit and explicit goal activation and execution strongly supported the model. For people high in self-esteem, risk triggers a control system that directs them toward the situations of dependence within their relationship that can fulfill connectedness goals. For people low in self-esteem, however, the activation of connectedness goals triggers a control system that prioritizes self-protection goals and directs them away from situations where they need to trust or depend on their partner.(PsycINFO Database Record (c) 2016 APA, all rights reserved)American Psychological Association",396,Balancing connectedness and self-protection goals in close relationships: a levels-of-processing perspective on risk regulation.
"Knobe, J. (2003). Intentional Action and Side Effects in Ordinary Language. Analysis, 63, 190-193.","The chairman of the board of a company has decided to implement a new program. He believes (1) that the program will make a lot of money for his company and (2) that the program will also produce some other effect x. But the chairman doesn't care at all about effect x. His sole reason for implementing the new program is that he believes it will make a lot of money for the company. In the end, everything proceeds as anticipated: the program makes a lot of money for the company and also produces effect x. Here it appears that, although the chairman foresaw that x would result from his behaviour, he did not care either way whether x actually occurred. Let us say, then, that x was a'side effect'of his behaviour. The question I want to address here is: Shall we say that the chairman brought about this side effect intentionally?This question goes to the heart of a major controversy regarding the proper analysis of the concept of intentional action. So, for example, on Alfred Mele's (2001) analysis, it is always wrong to say that a side effect was brought about intentionally. 1 By contrast, on Michael Bratman's (1984; 1987) analysis, there are circumstances under which side effects can truly be said to have been brought about intentionally. Numerous other authors have come down on one side or the other of this issue. Now, when we encounter a controversy like this one, it can sometimes be helpful to ask ourselves what people would ordinarily say about the situation under discussion. Would people ordinarily say that the side effects of a behaviour were brought about intentionally? Clearly, ordinary lan-guage does not here constitute a court of final appeal.(Even if it turns out that people ordinarily call side effects' intentional', we might conclude that they are truly unintentional.) Still, it does seem plausible that the exami-nation of ordinary language might provide us with some useful guidance about difficult cases like this one.JSTOR",1507,Intentional action and side effects in ordinary language
"Kupor, D. M., Laurin, K., & Levav, J. (2015). Anticipating divine protection? Reminders of god can increase nonmoral risk taking. Psychological science, 26(4), 374-384.","Religiosity and participation in religious activities have been linked with decreased risky behavior. In the current research, we hypothesized that exposure to the concept of God can actually increase people’s willingness to engage in certain types of risks. Across seven studies, reminders of God increased risk taking in nonmoral domains. This effect was mediated by the perceived danger of a risky option and emerged more strongly among individuals who perceive God as a reliable source of safety and protection than among those who do not. Moreover, in an eighth study, when participants were first reminded of God and then took a risk that produced negative consequences (i.e., when divine protection failed to materialize), participants reported feeling more negatively toward God than did participants in the same situation who were not first reminded of God. This research contributes to an understanding of the divergent effects that distinct components of religion can exert on behavior.Sage Journals",113,Anticipating divine protection? Reminders of God can increase nonmoral risk taking
"Romero, M., and Biswas, D. (2016). Healthy-left, unhealthy-right: can displaying healthy. items to the left (vs. right) of unhealthy items nudge healthier choices? J. Consum. Res. 43, 103–112. doi:  Study 1b"," Would laterally displaying a healthy item to the left versus right of an unhealthy item influence choice and consumption? The results of seven studies demonstrate that displaying healthy items to the left (vs. right) of unhealthy items enhances preference for the healthy options. In addition, consumption volume of a healthy item (vis-à-vis an unhealthy item) is higher when it is placed to the left (vs. right) of the unhealthy item. We propose that a “healthy-left, unhealthy-right” (vs. healthy-right, unhealthy-left) lateral display pattern is congruent with consumers’ mental organization of food items varying in healthfulness, which enhances ease of processing and in turn enhances self-control, thereby leading to a relatively higher likelihood of choosing healthy options. While prior studies have examined the role of several factors in influencing choices between healthy and unhealthy options, the present research is the first to demonstrate the effects of lateral display positions of healthy/unhealthy options on choice and healthful consumption. The findings of our research have important implications for designing retail food displays and restaurant menus as well as for conducting research studies involving healthy and unhealthy food displays.Oxford University Press",204,"Healthy-left, unhealthy-right: Can displaying healthy items to the left (versus right) of unhealthy items nudge healthier choices?"
"Bernstein, M. J., Young, S. G., & Hugenberg, K. (2007). The cross-category effect: Mere social categorization is sufficient to elicit an own-group bias in face recognition. Psychological Science, 18(8), 706-712. Study 1","Although the cross-race effect (CRE) is a well-established phenomenon, both perceptual-expertise and social-categorization models have been proposed to explain the effect. The two studies reported here investigated the extent to which categorizing other people as in-group versus out-group members is sufficient to elicit a pattern of face recognition analogous to that of the CRE, even when perceptual expertise with the stimuli is held constant. In Study 1, targets were categorized as members of real-life in-groups and out-groups (based on university affiliation), whereas in Study 2, targets were categorized into experimentally created minimal groups. In both studies, recognition performance was better for targets categorized as in-group members, despite the fact that perceptual expertise was equivalent for in-group and out-group faces. These results suggest that social-cognitive mechanisms of in-group and out-group categorization are sufficient to elicit performance differences for in-group and out-group face recognition.Sage Journals",631,The cross-category effect: Mere social categorization is sufficient to elicit an own-group bias in face recognition
"KE Stanovich, RF West (2008). On the relative independence of thinking biases and cognitive ability. Journal of Personality and Social Psychology, 94(4):672-95. doi:","In 7 different studies, the authors observed that a large number of thinking biases are uncorrelated with cognitive ability. These thinking biases include some of the most classic and well-studied biases in the heuristics and biases literature, including the conjunction effect, framing effects, anchoring effects, outcome bias, base-rate neglect,"" less is more"" effects, affect biases, omission bias, myside bias, sunk-cost effect, and certainty effects that violate the axioms of expected utility theory. In a further experiment, the authors nonetheless showed that cognitive ability does correlate with the tendency to avoid some rational thinking biases, specifically the tendency to display denominator neglect, probability matching rather than maximizing, belief bias, and matching bias on the 4-card selection task. The authors present a framework for predicting when cognitive ability will and will not correlate with a rational thinking tendency.(PsycInfo Database Record (c) 2023 APA, all rights reserved)American Psychological Association",1301,On the relative independence of thinking biases and cognitive ability.
"Hsee, C. K. (1998). Less is better: When low-value options are valued more highly than high-value options. Journal of Behavioral Decision Making, 11, 107–121. >3.0.CO;2-Y Study 1"," This research demonstrates a less‐is‐better effect in three contexts: (1) a person giving a $45 scarf as a gift was perceived to be more generous than one giving a $55 coat; (2) an overfilled ice cream serving with 7 oz of ice cream was valued more than an underfilled serving with 8 oz of ice cream; (3) a dinnerware set with 24 intact pieces was judged more favourably than one with 31 intact pieces (including the same 24) plus a few broken ones. This less‐is‐better effect occurred only when the options were evaluated separately, and reversed itself when the options were juxtaposed. These results are explained in terms of the evaluability hypothesis, which states that separate evaluations of objects are often influenced by attributes which are easy to evaluate rather than by those which are important. © 1998 John Wiley & Sons, Ltd.Wiley Online Library",553,Less is better: When low‐value options are valued more highly than high‐value options
"Williams, L. E. & Bargh, J. A. (2008). Keeping one’s distance: The influence of spatial distance cues on affect and evaluation. Psychological Science, 19, 302 – 308.","Current conceptualizations of psychological distance (e.g., construal-level theory) refer to the degree of overlap between the self and some other person, place, or point in time. We propose a complementary view in which perceptual and motor representations of physical distance influence people's thoughts and feelings without reference to the self, extending research and theory on the effects of distance into domains where construal-level theory is silent. Across four experiments, participants were primed with either spatial closeness or spatial distance by plotting an assigned set of points on a Cartesian coordinate plane. Compared with the closeness prime, the distance prime produced greater enjoyment of media depicting embarrassment (Study 1), less emotional distress from violent media (Study 2), lower estimates of the number of calories in unhealthy food (Study 3), and weaker reports of emotional attachments to family members and hometowns (Study 4). These results support a broader conceptualization of distance-mediated effects on judgment and affect.Sage Journals",691,Keeping one's distance: The influence of spatial distance cues on affect and evaluation
"Semrow, M., Zou, L. X., Liu, S., & Cheryan, S. (2020). Gay Asian Americans are seen as more American than Asian Americans who are presumed straight. Social Psychological and Personality Science, 11(3), 336-344.","Four studies investigate whether gay Asian Americans are stereotyped as more American than Asian Americans who are presumed straight. Gay Asian American men (Study 1) and women (Study 2) were rated as more American than their counterparts whose sexual orientation was unspecified. However, sexual orientation did not influence judgments of Whites’ American identity. The relationship between Asian Americans’ sexual orientation and perceptions of their American identity was mediated by a belief that American culture is relatively more accepting of gay people than Asian culture (Studies 3 and 4). Manipulating how accepting of gay people a target’s country of origin is relative to the United States altered ratings of American identity for gay but not straight targets (Study 4). Using an intersectional approach, these studies demonstrate that sexual orientation information comes together with race to influence who is likely to be perceived as American.Sage Journals",25,Gay Asian Americans are seen as more American than Asian Americans who are presumed straight
"Vaughn, L. A. (2017b). Foundational tests of the need support model: A framework for bridging regulatory focus theory and self-determination theory. Personality and Social Psychology Bulletin, 43, 313–328. , Combined sample of Studies 1a-1c","This article introduces the need-support model, which proposes that regulatory focus can affect subjective support for the needs proposed by self-determination theory (autonomy, competence, and relatedness), and support of these needs can affect subjective labeling of experiences as promotion-focused and prevention-focused. Three studies tested these hypotheses (N = 2,114). Study 1 found that people recall more need support in promotion-focused experiences than in prevention-focused experiences, and need support in their day yesterday (with no particular regulatory focus) fell in between. Study 2 found that experiences of higher need support were more likely to be labeled as promotion-focused rather than prevention-focused, and that each need accounted for distinct variance in the labeling of experiences. Study 3 varied regulatory focus within a performance task and found that participants in the promotion condition engaged in need-support inflation, whereas participants in the prevention condition engaged in need-support deflation. Directions for future research are discussed.Sage Journals",64,Foundational tests of the need-support model: A framework for bridging regulatory focus theory and self-determination theory
"Tworek, C. M., & Cimpian, A. (2016). Why do people tend to infer “ought” from “is”? The role of biases in explanation. Psychological Science, 27(8), 1109-1122.","People tend to judge what is typical as also good and appropriate—as what ought to be. What accounts for the prevalence of these judgments, given that their validity is at best uncertain? We hypothesized that the tendency to reason from “is” to “ought” is due in part to a systematic bias in people’s (nonmoral) explanations, whereby regularities (e.g., giving roses on Valentine’s Day) are explained predominantly via inherent or intrinsic facts (e.g., roses are beautiful). In turn, these inherence-biased explanations lead to value-laden downstream conclusions (e.g., it is good to give roses). Consistent with this proposal, results from five studies (N = 629 children and adults) suggested that, from an early age, the bias toward inherence in explanations fosters inferences that imbue observed reality with value. Given that explanations fundamentally determine how people understand the world, the bias toward inherence in these judgments is likely to exert substantial influence over sociomoral understanding.Sage Journals",103,Why do people tend to infer “ought” from “is”? The role of biases in explanation
"Balafoutas, L., & Sutter, M. (2012). Affirmative action policies promote women and do not harm efficiency in the laboratory. Science, 335(6068), 579-582.","Gender differences in choosing to enter competitions are one source of unequal labor market outcomes concerning wages and promotions. Given that studying the effects of policy interventions to support women is difficult with field data because of measurement problems and potential lack of control, we evaluated, in a set of controlled laboratory experiments, four interventions: quotas, where one of two winners of a competition must be female; two variants of preferential treatment, where a fixed increment is added to women’s performance; and repetition of the competition, where a second competition takes place if no woman is among the winners. Compared with no intervention, all interventions encourage women to enter competitions more often, and performance is at least equally good, both during and after the competition.AAAS",382,Affirmative action policies promote women and do not harm efficiency in the laboratory
"Kupor, D. M., Laurin, K., & Levav, J. (2015). Anticipating divine protection? Reminders of god can increase nonmoral risk taking. Psychological science, 26(4), 374–384.  Study 1b","Religiosity and participation in religious activities have been linked with decreased risky behavior. In the current research, we hypothesized that exposure to the concept of God can actually increase people’s willingness to engage in certain types of risks. Across seven studies, reminders of God increased risk taking in nonmoral domains. This effect was mediated by the perceived danger of a risky option and emerged more strongly among individuals who perceive God as a reliable source of safety and protection than among those who do not. Moreover, in an eighth study, when participants were first reminded of God and then took a risk that produced negative consequences (i.e., when divine protection failed to materialize), participants reported feeling more negatively toward God than did participants in the same situation who were not first reminded of God. This research contributes to an understanding of the divergent effects that distinct components of religion can exert on behavior.Sage Journals",113,Anticipating divine protection? Reminders of God can increase nonmoral risk taking
"Lau, G. P., Kay, A. C., & Spencer, S. J. (2008). Loving those who justify inequality: the effects of system threat on attraction to women who embody benevolent sexist ideals. Psychological Science.",,129,Loving those who justify inequality: The effects of system threat on attraction to women who embody benevolent sexist ideals
